title,title_english,type,source,episodes,status
Di Gi Charat: Kuchi Kara Bazooka,,Special,Unknown,1,Finished Airing
Yodaka no Hoshi,The Nighthawk Star,Movie,Unknown,1,Finished Airing
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,,Movie,Original,1,Finished Airing
Pretty Rhythm: Aurora Dream,,TV,Game,51,Finished Airing
Kaitou Tenshi Twin Angel,,OVA,Game,2,Finished Airing
Happiness!,Happiness!,TV,Visual novel,12,Finished Airing
Moke Moke Taishou Dendo Musume Arisa,Arisa,OVA,Visual novel,2,Finished Airing
Fantasia,Girl from Phantasia,OVA,Unknown,1,Finished Airing
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,,Movie,Other,1,Finished Airing
Junjou Romantica OVA,,OVA,Manga,2,Finished Airing
Drifters (OVA): Kokuou-sama Goranshin,,Special,Unknown,1,Finished Airing
Sougen no Shoujo Laura,"Laura, Girl of the Prairies",TV,Unknown,26,Finished Airing
Romance wa Tsurugi no Kagayaki II,Romance is in the Flash of the Sword II,OVA,Visual novel,6,Finished Airing
Jukujo Shigan,,OVA,Original,0,Currently Airing
Ponkotsu Quest x Gatchaman Special,,ONA,Other,1,Finished Airing
"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",Pokemon Mystery Dungeon: Explorers of Time and Darkness,Special,Game,1,Finished Airing
Blue Dragon,,TV,Game,51,Finished Airing
Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,,OVA,Visual novel,3,Finished Airing
Africa no Salaryman,African Office Worker,ONA,Web manga,10,Finished Airing
Hajimete no Eigo: Nippon Mukashibanashi,Japanese Classical Stories,OVA,Other,18,Finished Airing
Chobitto Zukan,,TV,Picture book,52,Finished Airing
Doraemon: Featherplace,,Special,Unknown,1,Finished Airing
Imouto sae Ireba Ii.,A Sister&#039;s All You Need,TV,Light novel,12,Finished Airing
Demashita! Powerpuff Girls Z,Powerpuff Girls Z,TV,Other,52,Finished Airing
Kiki to Lala no Hoshi no Dance Shoes,,OVA,Unknown,1,Finished Airing
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,,OVA,Manga,1,Finished Airing
Detective Conan Movie 04: Captured in Her Eyes,Case Closed Movie 4: Captured In Her Eyes,Movie,Manga,1,Finished Airing
Galaxy Angel 3 Specials,,Special,Unknown,2,Finished Airing
Cardfight!! Vanguard: Asia Circuit-hen,Cardfight!! Vanguard Asia Circuit,TV,Original,39,Finished Airing
The☆Doraemons: Goal! Goal! Goal!!,,Movie,Unknown,1,Finished Airing
Juubee Ninpuuchou: Ryuuhougyoku-hen,Ninja Scroll: The Series,TV,Original,13,Finished Airing
Happy Pasta Story,Happy Pasta Story,ONA,Novel,8,Finished Airing
One Piece: Glorious Island,,Special,Manga,2,Finished Airing
One Piece Movie 2: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,Movie,Manga,1,Finished Airing
Huckleberry no Bouken (Movie),,Movie,Unknown,1,Finished Airing
Pandora Hearts,PandoraHearts,TV,Manga,25,Finished Airing
Beompeoking Jaepeo,,TV,Unknown,26,Finished Airing
Gakusen Toshi Asterisk,The Asterisk War,TV,Light novel,12,Finished Airing
Issho ni Sleeping: Sleeping with Hinako,,OVA,Original,1,Finished Airing
Black Lagoon,Black Lagoon,TV,Manga,12,Finished Airing
Darling,,OVA,Visual novel,3,Finished Airing
Nagato Yuki-chan no Shoushitsu,The Disappearance of Nagato Yuki-chan,TV,Manga,16,Finished Airing
High Score Girl,,TV,Manga,0,Not yet aired
Bamboo Blade,Bamboo Blade,TV,Manga,26,Finished Airing
Ano Natsu de Matteru,Waiting in the Summer,TV,Original,12,Finished Airing
Eureka Seven: Pocket ga Niji de Ippai,"Eureka Seven - good night, sleep tight, young lovers",Movie,Original,1,Finished Airing
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,,OVA,Light novel,1,Finished Airing
Robo to Shoujo (Kari): Oshirase Gekijou (Kari),,ONA,Unknown,5,Finished Airing
Fatal Fury: The Motion Picture,Fatal Fury: The Motion Picture,Movie,Game,1,Finished Airing
Pokemon: Pikachu no Summer Bridge Story,Pokemon: Pikachu&#039;s Summer Bridge Story,Special,Unknown,1,Finished Airing
Yagate Kimi ni Naru,Bloom Into You,TV,Manga,0,Not yet aired
Greed,,OVA,Unknown,1,Finished Airing
Gake no Ue no Ponyo,Ponyo,Movie,Original,1,Finished Airing
Dia Horizon (Kabu),,TV,Original,12,Finished Airing
Udon no Kuni no Kiniro Kemari,Poco&#039;s Udon World,TV,Manga,12,Finished Airing
Fate/kaleid liner Prisma☆Illya 2wei!,Fate/Kaleid Liner Prisma Illya 2Wei!,TV,Manga,10,Finished Airing
Maou Dante,Demon Lord Dante,TV,Manga,13,Finished Airing
Convenience Store Senki Purin-tai,,ONA,Unknown,8,Finished Airing
Kenyuu Densetsu Yaiba,Legendary Brave Swordsman Yaiba,TV,Manga,52,Finished Airing
Penguin Highway,,Movie,Novel,1,Not yet aired
Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,Balala the Fairies: Finding Melody,TV,Unknown,52,Finished Airing
Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,,OVA,Unknown,1,Finished Airing
Detective Conan Movie 15: Quarter of Silence,,Movie,Manga,1,Finished Airing
Time for Christmas,,Music,Music,1,Finished Airing
Saiunkoku Monogatari Recaps,,Special,Unknown,9,Finished Airing
Irotoridori no Melody,,Music,Original,1,Finished Airing
Dr. Typhoon,,OVA,Unknown,1,Finished Airing
Akira,AKIRA,Movie,Manga,1,Finished Airing
Gekitou! Crush Gear Turbo,,TV,Unknown,68,Finished Airing
Mother Teresa,,OVA,Unknown,1,Finished Airing
Ryuusei no Rockman,Megaman Star Force,TV,Game,55,Finished Airing
Persona 5 the Animation,,TV,Game,24,Currently Airing
Future GPX Cyber Formula Saga,,OVA,Unknown,8,Finished Airing
Kakyuusei 2: Anthology,,OVA,Visual novel,2,Finished Airing
Dark Blue,,OVA,Visual novel,2,Finished Airing
Kaede New Town,,Movie,Original,1,Finished Airing
Ki Renka,Oni Love Song,Movie,Original,1,Finished Airing
Digimon Adventure Movie,Digimon: The Movie,Movie,Original,1,Finished Airing
Lovely Movie: Itoshi no Muco Season 2,Lovely Movie: Lovely Muuuuuuuco! Season 2,TV,Manga,22,Finished Airing
Zhongguo Jingqi Xiansheng,,ONA,Web manga,63,Finished Airing
Kaitouranma The Animation,Samurai: Hunt for the Sword,OVA,Unknown,2,Finished Airing
Ao no Exorcist: Kyoto Fujouou-hen OVA,,OVA,Manga,2,Finished Airing
Shin Tennis no Ouji-sama Specials,The Prince of Tennis II Specials,Special,Unknown,7,Finished Airing
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,,OVA,Unknown,1,Finished Airing
Nekomonogatari: Kuro,Nekomonogatari Black,TV,Light novel,4,Finished Airing
Nihon-ichi no Otoko no Tamashii,,TV,Unknown,16,Finished Airing
Free!: Dive to the Future,,TV,Original,12,Not yet aired
Hoshino-kun no Ni Rui-da,,Movie,Original,1,Finished Airing
Uchuu Senkan Yamato: Kanketsu-hen,Space Battleship Yamato - Final Chapter,Movie,Original,1,Finished Airing
Ari to Hato,,Movie,Other,1,Finished Airing
Kyuukyoku no Chef wa Oishinbo Papa,,OVA,Unknown,1,Finished Airing
Zero no Tsukaima,The Familiar of Zero,TV,Light novel,13,Finished Airing
Sousei no Aquarion OVA,,OVA,Original,2,Finished Airing
Ni-hiki no Sanma (1968),,Movie,Original,1,Finished Airing
No Doubt,,Music,Game,1,Finished Airing
Universal Mind,Universal Mind,Music,Music,1,Finished Airing
Wizardry,,OVA,Game,1,Finished Airing
Penguin no Mondai Movie,,Movie,Unknown,1,Finished Airing
8-gatsu no Symphony: Shibuya 2002-2003,Symphony in August,Movie,Book,1,Finished Airing
Donyatsu,,Movie,Manga,12,Finished Airing
Ongaku Sekai Ryokou,,TV,Original,4,Finished Airing
City Hunter,,TV,Manga,51,Finished Airing
Aoki Hagane no Arpeggio: Ars Nova DC,,Movie,Manga,1,Finished Airing
Moeru! Oniisan (OVA),,OVA,Manga,2,Finished Airing
Hello Kitty no Match Uri Shoujo,Hello Kitty in The Little Match Girl,OVA,Unknown,1,Finished Airing
Lovely Movie: Itoshi no Muco Specials,,Special,Unknown,3,Finished Airing
Tomorrow&#039;s Song,,Music,Music,1,Finished Airing
Genji Tsuushin Agedama,,TV,Original,51,Finished Airing
Cocktail Prince: Making Love!!,,Music,Game,1,Finished Airing
"Nee, Chanto Shiyou Yo!",,OVA,Visual novel,5,Finished Airing
Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,,OVA,Manga,1,Finished Airing
Muku no Ki no Hanashi,,Movie,Original,1,Finished Airing
Arcade Gamer Fubuki,,OVA,Original,4,Finished Airing
Hello Harinezumi: Satsui no Ryoubun,Domain of Murder,OVA,Manga,1,Finished Airing
Succubu-ist Story The Animation,,OVA,Manga,1,Finished Airing
Kyousou Giga (2012),,ONA,Original,5,Finished Airing
Pride,,ONA,Original,1,Finished Airing
Nulu-chan to Boku,Nulu-chan and Me,ONA,Unknown,1,Finished Airing
Kyou no 5 no 2 (TV),,TV,Manga,13,Finished Airing
Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,The Legend of the Blue Wolves,OVA,Original,1,Finished Airing
Drive Agent Personal: Shiawase wo Mamoru Mono,,ONA,Original,1,Finished Airing
Nirvana,,Music,Original,1,Finished Airing
Mahou no Mako-chan,,TV,Unknown,48,Finished Airing
Hanasaku Iroha: Home Sweet Home,Hanasaku Iroha the Movie: Home Sweet Home,Movie,Original,1,Finished Airing
Appaga Piryohae,,Movie,Unknown,1,Finished Airing
Gosenzo San&#039;e,Masquerade,OVA,Original,4,Finished Airing
Joker Game: Kuroneko Yoru no Bouken,,Special,Novel,2,Finished Airing
Hana yori Dango (Movie),Hana Yori Dango The Movie,Movie,Unknown,1,Finished Airing
Shutsugeki! Machine Robo Rescue,,TV,Unknown,53,Finished Airing
Teakamamire no Tenshi The Animation,,OVA,Visual novel,0,Currently Airing
White Album 2nd Season,White Album Season 2,TV,Visual novel,13,Finished Airing
Rail Wars!,Rail Wars!,TV,Light novel,12,Finished Airing
Tennis no Ouji-sama: Pair Prince,,Special,Unknown,8,Finished Airing
Angel Cop,,OVA,Original,6,Finished Airing
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,,Movie,Manga,1,Finished Airing
Koisuru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,Special,Unknown,1,Finished Airing
Nihon Animator Mihonichi,Japan Anima(tor)&#039;s Exhibition,ONA,Original,35,Finished Airing
Konoyo no Hate de Koi wo Utau Shoujo YU-NO,YU-NO: A girl who chants love at the bound of this world,TV,Visual novel,0,Not yet aired
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie − Load Region of Déjà Vu,Movie,Visual novel,1,Finished Airing
Eikoku Koi Monogatari Emma: Molders-hen,Emma: A Victorian Romance Season Two,TV,Manga,12,Finished Airing
New Hal & Bons,,OVA,Unknown,9,Finished Airing
Freaky Highschool,Freaky Highschool,TV,Original,0,Finished Airing
SSSS.Gridman,,TV,Original,0,Not yet aired
Puchitto Gargantia,,ONA,Unknown,13,Finished Airing
Fate/Zero Cafe,,Movie,Unknown,1,Finished Airing
Kamotori Gonbee,,Movie,Other,1,Finished Airing
Ajimu: Kaigan Monogatari,,ONA,Original,4,Finished Airing
Animegatari,,Movie,Original,8,Finished Airing
Yarima Queen,Sex Demon Queen,OVA,Unknown,1,Finished Airing
A Kite,Kite,OVA,Original,2,Finished Airing
Beautiful World,,Music,Original,1,Finished Airing
Ojamajo Doremi Sharp,,TV,Original,49,Finished Airing
Kamisama Hajimemashita: Kako-hen,,OVA,Manga,4,Finished Airing
Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,TV,Manga,26,Finished Airing
Hirune Hime: Shiranai Watashi no Monogatari,Napping Princess,Movie,Original,1,Finished Airing
MiniGARO Manner Movie,,Movie,Original,2,Finished Airing
Anime Tenchou,Animation Store Manager,OVA,Other,1,Finished Airing
Inu to Hasami wa Tsukaiyou,Dog & Scissors,TV,Light novel,12,Finished Airing
Marumofubiyori,Marumofubiyori,ONA,Original,0,Currently Airing
Kurumiwari Ningyou (2014),,Movie,Unknown,1,Finished Airing
Shadow Skill,,OVA,Unknown,1,Finished Airing
Neko no Dayan: Nihon e Iku,,TV,Picture book,12,Finished Airing
Mayo Chiki!,Mayo Chiki!,TV,Light novel,13,Finished Airing
Ryuu no Haisha,,Special,Original,2,Finished Airing
Yakata: Kannou Kitan,,OVA,Visual novel,2,Finished Airing
Kero Kero Keroppi no Bokura no Ohimesama,,OVA,Unknown,1,Finished Airing
Danchigai,Danchigai,TV,4-koma manga,12,Finished Airing
Final Fantasy VII: Last Order,Final Fantasy VII: Last Order,Special,Game,1,Finished Airing
Hello Kitty no Circus ga Yatte Kita,Hello Kitty in The Circus Comes to Town,OVA,Unknown,1,Finished Airing
Akuma no Kimuraa-hen,,Special,Original,1,Finished Airing
Doraemon: It&#039;s Autumn!,,Special,Unknown,1,Finished Airing
Di Gi Charat Tsuyu Specials,,Special,Unknown,2,Finished Airing
Mobile Suit SD Gundam Mk I,,Special,Unknown,3,Finished Airing
Little Witch Academia,,Movie,Original,1,Finished Airing
Monster Extra,,Special,Manga,1,Finished Airing
Hana no Ko Lunlun,Flower Angel,TV,Original,50,Finished Airing
"Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi",,OVA,Unknown,1,Finished Airing
Tales of Vesperia: The First Strike,Tales of Vesperia ~The First Strike~,Movie,Game,1,Finished Airing
Strobe Light,,Music,Unknown,1,Finished Airing
Azuki-chan,,TV,Manga,117,Finished Airing
Survivor,,Music,Music,1,Finished Airing
Morita-san wa Mukuchi.,,TV,4-koma manga,13,Finished Airing
Karakuri no Kimi,Puppet Princess,OVA,Unknown,1,Finished Airing
Fault!! Service: Aratanaru Rival,,OVA,Visual novel,1,Finished Airing
Cleopatra,Cleopatra: Queen of Sex,Movie,Unknown,1,Finished Airing
Garo: Guren no Tsuki Special,Garo: Crimson Moon - The Butterfly of Time,Special,Original,1,Finished Airing
Gattai Robot Atranger,,OVA,Unknown,1,Finished Airing
Dash! Yonkurou,,TV,Manga,25,Finished Airing
Nanaka 6/17,,TV,Manga,12,Finished Airing
Kiss x Sis,,OVA,Manga,12,Finished Airing
DinoZone,DinoZaurs,OVA,Unknown,5,Finished Airing
Sheep in the Island,,Special,Original,2,Finished Airing
Shuffle! Prologue,,OVA,Visual novel,1,Finished Airing
Houkago Renai Club: Koi no Étude,Casual Romance Club,OVA,Unknown,2,Finished Airing
Transformers Superlink Special,,Special,Unknown,1,Finished Airing
Pankunchi,,ONA,Unknown,10,Finished Airing
Omoi no Kakera,,Special,Original,1,Finished Airing
Hakusai Anime,,ONA,Unknown,3,Finished Airing
Ginyuu Mokushiroku Meine Liebe,,TV,Visual novel,13,Finished Airing
High School Fleet,High School Fleet,TV,Original,12,Finished Airing
BanG Dream!,,TV,Manga,13,Finished Airing
Cheer Danshi!!,Cheer Boys!!,TV,Novel,12,Finished Airing
Koihime†Musou OVA Omake,,Special,Visual novel,1,Finished Airing
Scripta Volant,Writings Fly Away,Movie,Book,1,Finished Airing
Houkago no Pleiades,Wish Upon the Pleiades,ONA,Original,4,Finished Airing
Qin Shi Ming Yue Zhi: Luosheng Tangxia,,ONA,Novel,1,Finished Airing
Natsume Yuujinchou Go Specials,,Special,Manga,2,Finished Airing
Fairy Forest Remi-chan,Fairy Forest Remi-chan,OVA,Unknown,1,Finished Airing
Akiba-chan,Akiba-chan,TV,Unknown,10,Finished Airing
J League wo 100-bai Tanoshiku Miru Houhou!!,,Movie,Unknown,1,Finished Airing
Ane to Boin,It&#039;s a Family Affair,OVA,Visual novel,2,Finished Airing
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,,Special,Light novel,7,Finished Airing
Cosmo Police Justy,,OVA,Manga,1,Finished Airing
Osake wa Fuufu ni Natte kara,Love is Like a Cocktail,TV,Web manga,13,Finished Airing
Duan Nao 2,Die Now 2,ONA,Other,0,Not yet aired
Toyama Kankou Anime Project,Toyama Tourism Anime Project,Special,Original,6,Finished Airing
Isewan Taifuu Monogatari,,Movie,Unknown,1,Finished Airing
Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,,OVA,Unknown,1,Finished Airing
Shiki,Shiki,TV,Novel,22,Finished Airing
Kyoukai no Rinne (TV) 2nd Season,RIN-NE,TV,Manga,25,Finished Airing
Teekyuu 8,Teekyu 8,TV,Manga,12,Finished Airing
Machine Robo: Butchigiri Battle Hackers,,TV,Unknown,31,Finished Airing
Super GALS! Kotobuki Ran,Super GALS!,TV,Manga,52,Finished Airing
Queen&#039;s Blade: Rurou no Senshi Specials,Queen&#039;s Blade: The Exiled Virgin,Special,Other,6,Finished Airing
Terra e...,Toward the Terra,Movie,Manga,1,Finished Airing
Parade Parade,Parade Parade,OVA,Manga,2,Finished Airing
Danball Senki W,LBX: Little Battlers eXperience Season 2,TV,Game,58,Finished Airing
Soukou Kihei Votoms: Big Battle,Armored Trooper Votoms: Big Battle,OVA,Original,1,Finished Airing
Gene Diver,,TV,Original,56,Finished Airing
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,,ONA,Manga,8,Finished Airing
Yousei Land Mukashibanashi,Forest Fairy Five ~Fairy Tale~,TV,Picture book,12,Finished Airing
Kage,Shadow,Movie,Original,1,Finished Airing
Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,,Special,Original,1,Finished Airing
Burn Up Scramble,,TV,Original,12,Finished Airing
Sekisou-tai,Laminated Structure,Movie,Original,1,Finished Airing
To LOVE-Ru Darkness 2nd Specials,To LOVE Ru Darkness 2 Specials,Special,Manga,2,Finished Airing
Bao Lian Deng,Lotus Lantern,Movie,Other,1,Finished Airing
Doubutsu Takarajima,Animal Treasure Island,Movie,Novel,1,Finished Airing
Issunboushi no Shusse,The Tiny One Makes It Big,Movie,Original,1,Finished Airing
Hagure Yuusha no Aesthetica: Hajirai Ippai,Aesthetica of a Rogue Hero Specials,Special,Unknown,6,Finished Airing
Aftermath,Aftermath,Music,Original,1,Finished Airing
Kishin Houkou Demonbane (TV),,TV,Visual novel,12,Finished Airing
Karuizawa Syndrome,,OVA,Unknown,1,Finished Airing
Animation de Tsutaeru: Hibakusha kara no Tegami,,Special,Other,2,Finished Airing
Candy Boy Episode: EX01 - Mirai Yohouzu,,OVA,Original,1,Finished Airing
Si Ling Bianma: Zhi Shijie Caozong Zhe,Order Designer,ONA,Original,12,Finished Airing
Sore Ike! Anpanman: Anpanman to Okashi na Nakama,,Movie,Unknown,1,Finished Airing
Kiratto Pri☆chan,,TV,Game,0,Currently Airing
Kachikachi Yama (1958),,Movie,Other,1,Finished Airing
Makura no Danshi,makuranodanshi,TV,Original,12,Finished Airing
Soukou Kihei Votoms Recaps,Armored Trooper Votoms Recaps,OVA,Unknown,4,Finished Airing
Bulsajo Robot Phoenix King,Defenders of Space,Movie,Unknown,1,Finished Airing
Rayearth,Magic Knight Rayearth OVA,OVA,Manga,3,Finished Airing
Clannad,Clannad,TV,Visual novel,23,Finished Airing
Yozakura Quartet: Hoshi no Umi,,OVA,Manga,3,Finished Airing
Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,TV,Original,11,Finished Airing
Holy Knight,Holy Knight,OVA,Manga,2,Finished Airing
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,,Special,Unknown,1,Finished Airing
Tales of the Rays (2018),,ONA,Game,0,Not yet aired
ChäoS;Child,ChäoS;Child,TV,Visual novel,12,Finished Airing
Fight Da!! Pyuta,,TV,Unknown,26,Finished Airing
Choujin Densetsu Urotsukidouji Movie,,Movie,Unknown,1,Finished Airing
Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,TV,Manga,13,Finished Airing
Saishuu Shiken Kujira Progressive,,OVA,Unknown,1,Finished Airing
Buzzer Beater,,TV,Web manga,13,Finished Airing
Gakuen Heaven,Gakuen Heaven,TV,Visual novel,13,Finished Airing
Fuuma no Kojirou: Fuuma Hanran-hen,,OVA,Manga,1,Finished Airing
Suna no Wakusei feat. Hatsune Miku,DUNE feat. Hatsune Miku,Music,Original,1,Finished Airing
Kamui no Ken,,Movie,Novel,1,Finished Airing
Kimi ni Maji Kyun!,,OVA,Original,1,Finished Airing
Hayate no Gotoku! OVA,,OVA,Manga,3,Finished Airing
The Arari Show,The Arari Show,TV,Unknown,26,Finished Airing
Cat Shit One,,ONA,Manga,1,Finished Airing
School Rumble Ni Gakki,School Rumble 2nd Semester,TV,Manga,26,Finished Airing
Fushigi no Umi no Nadia Specials,Nadia: Secret of Blue Water Specials,Special,Original,10,Finished Airing
Zetman,Zetman,TV,Manga,13,Finished Airing
Triage X: Recollection XOXO,Triage X: Recollection XOXO,OVA,Manga,1,Finished Airing
Chime,,Music,Unknown,1,Finished Airing
Shingeki no Kyojin: Kuinaki Sentaku,,OVA,Manga,2,Finished Airing
Sugar Bunnies Fleur Specials,,Special,Original,2,Finished Airing
Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e,Code Geass: Akito the Exiled - To Beloved Ones,Movie,Original,1,Finished Airing
Shigofumi: Sorekara,Shigofumi: Letters from the Departed Special,Special,Original,1,Finished Airing
Mobile Suit Gundam: More Information on the Universal Century,,Special,Original,10,Finished Airing
Ame-iro Cocoa 5th Season,,TV,Digital manga,0,Not yet aired
Nudl Nude,,OVA,Unknown,1,Finished Airing
Detective Conan: Let&#039;s Experience the Jomon Period!,,OVA,Unknown,1,Finished Airing
Yu☆Gi☆Oh! Zexal Second,,TV,Manga,73,Finished Airing
Devilman Lady,The Devil Lady,TV,Manga,26,Finished Airing
Kanin Tokkyuu Michishio,,OVA,Visual novel,2,Finished Airing
Busou Renkin,Buso Renkin,TV,Manga,26,Finished Airing
Astarotte no Omocha! EX,Astarotte&#039;s Toy EX,OVA,Unknown,1,Finished Airing
Taka no Tsume NEO Announcement Movie,,Special,Unknown,1,Finished Airing
Anime Himitsu no Hanazono,The Secret Garden,TV,Book,39,Finished Airing
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,Saekano: How to Raise a Boring Girlfriend .flat - Fan Service of Love and Pure heart,Special,Light novel,1,Finished Airing
Inma Youjo,The Erotic Temptress,OVA,Unknown,5,Finished Airing
Candle,Candle,Music,Music,1,Finished Airing
Manga Kodomo Bunko,,TV,Unknown,51,Finished Airing
Kachou Ouji,Legend of Black Heaven,TV,Original,13,Finished Airing
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,,Movie,Manga,1,Finished Airing
DC Super Heroes vs Taka no Tsume Dan Promotion Eizou,,ONA,Original,1,Finished Airing
Chance Triangle Session,,TV,Radio,13,Finished Airing
Hi no Tori 2772: Ai no CosmoZone,,Movie,Original,1,Finished Airing
